hour,day_of_week,is_weekend,time_since_last,event,events_last_hour,events_last_30min
14,0,0,0.4166666666666667,1,31.0,28.0
14,0,0,0.06666666666666667,1,32.0,29.0
14,0,0,0.06666666666666667,1,33.0,30.0
14,0,0,4.016666666666667,1,34.0,31.0
14,0,0,0.8,1,35.0,32.0
14,0,0,0.06666666666666667,1,36.0,33.0
15,0,0,35.733333333333334,1,34.0,1.0
15,0,0,0.2,1,35.0,2.0
15,0,0,0.06666666666666667,1,36.0,3.0
15,0,0,2.433333333333333,1,37.0,4.0
15,0,0,0.05,1,38.0,5.0
15,0,0,3.7666666666666666,1,28.0,6.0
15,0,0,0.08333333333333333,1,29.0,7.0
15,0,0,0.75,1,27.0,8.0
15,0,0,0.06666666666666667,1,28.0,9.0
15,0,0,0.05,1,29.0,10.0
15,0,0,6.55,1,30.0,11.0
15,0,0,0.05,1,31.0,12.0
15,0,0,0.1,1,32.0,13.0
15,0,0,0.08333333333333333,1,33.0,14.0
15,0,0,0.11666666666666667,1,33.0,15.0
15,0,0,1.1166666666666667,1,29.0,16.0
15,0,0,0.06666666666666667,1,30.0,17.0
15,0,0,0.08333333333333333,1,31.0,18.0
15,0,0,0.05,1,32.0,19.0
15,0,0,0.06666666666666667,1,32.0,20.0
15,0,0,0.08333333333333333,1,31.0,21.0
15,0,0,2.0833333333333335,1,29.0,22.0
15,0,0,0.06666666666666667,1,30.0,23.0
15,0,0,0.08333333333333333,1,31.0,24.0
16,0,0,31.083333333333332,1,25.0,1.0
16,0,0,1.2833333333333334,1,26.0,2.0
16,0,0,6.05,1,27.0,3.0
16,0,0,0.06666666666666667,1,28.0,4.0
16,0,0,21.366666666666667,1,7.0,5.0
17,0,0,18.683333333333334,1,6.0,2.0
17,0,0,7.916666666666667,1,7.0,3.0
17,0,0,0.05,1,8.0,4.0
17,0,0,0.1,1,9.0,5.0
17,0,0,1.1,1,10.0,6.0
17,0,0,0.06666666666666667,1,11.0,7.0
17,0,0,0.08333333333333333,1,12.0,8.0
17,0,0,0.05,1,13.0,9.0
17,0,0,0.06666666666666667,1,14.0,10.0
17,0,0,0.05,1,15.0,11.0
17,0,0,0.06666666666666667,1,16.0,12.0
17,0,0,0.38333333333333336,1,17.0,13.0
17,0,0,0.06666666666666667,1,18.0,14.0
17,0,0,0.05,1,19.0,15.0
17,0,0,0.06666666666666667,1,20.0,16.0
17,0,0,0.06666666666666667,1,21.0,17.0
17,0,0,0.08333333333333333,1,22.0,18.0
17,0,0,0.06666666666666667,1,23.0,19.0
17,0,0,0.05,1,24.0,20.0
17,0,0,0.06666666666666667,1,25.0,21.0
17,0,0,0.1,1,26.0,22.0
17,0,0,3.55,1,25.0,22.0
17,0,0,0.06666666666666667,1,26.0,23.0
17,0,0,0.05,1,27.0,24.0
17,0,0,0.08333333333333333,1,28.0,25.0
17,0,0,0.1,1,29.0,26.0
17,0,0,0.06666666666666667,1,30.0,27.0
17,0,0,0.08333333333333333,1,31.0,28.0
17,0,0,0.06666666666666667,1,32.0,29.0
17,0,0,0.08333333333333333,1,33.0,30.0
17,0,0,0.06666666666666667,1,34.0,31.0
17,0,0,0.1,1,35.0,32.0
17,0,0,0.05,1,36.0,33.0
17,0,0,0.1,1,37.0,34.0
17,0,0,0.05,1,38.0,35.0
17,0,0,0.08333333333333333,1,39.0,36.0
17,0,0,3.533333333333333,1,40.0,37.0
17,0,0,0.08333333333333333,1,41.0,38.0
17,0,0,0.48333333333333334,1,42.0,39.0
17,0,0,2.95,1,41.0,40.0
17,0,0,0.06666666666666667,1,42.0,41.0
17,0,0,0.05,1,43.0,42.0
17,0,0,0.2833333333333333,1,44.0,43.0
17,0,0,0.06666666666666667,1,45.0,44.0
17,0,0,0.3,1,46.0,45.0
17,0,0,0.06666666666666667,1,47.0,46.0
17,0,0,0.8166666666666667,1,48.0,47.0
17,0,0,0.06666666666666667,1,49.0,48.0
17,0,0,0.06666666666666667,1,50.0,49.0
18,0,0,26.483333333333334,1,50.0,11.0
18,0,0,0.06666666666666667,1,51.0,12.0
18,0,0,2.8,1,52.0,6.0
18,0,0,0.06666666666666667,1,53.0,7.0
18,0,0,0.06666666666666667,1,54.0,8.0
18,0,0,0.16666666666666666,1,55.0,9.0
18,0,0,0.08333333333333333,1,56.0,10.0
18,0,0,0.06666666666666667,1,57.0,11.0
18,0,0,0.06666666666666667,1,58.0,11.0
18,0,0,0.08333333333333333,1,59.0,11.0
18,0,0,0.05,1,60.0,11.0
18,0,0,0.11666666666666667,1,61.0,12.0
18,0,0,0.08333333333333333,1,62.0,13.0
18,0,0,0.06666666666666667,1,63.0,14.0
18,0,0,0.06666666666666667,1,64.0,15.0
18,0,0,3.1,1,65.0,16.0
18,0,0,0.06666666666666667,1,66.0,17.0
18,0,0,0.06666666666666667,1,67.0,18.0
18,0,0,0.06666666666666667,1,68.0,19.0
18,0,0,0.05,1,69.0,20.0
18,0,0,0.08333333333333333,1,70.0,21.0
18,0,0,1.8166666666666667,1,71.0,22.0
18,0,0,0.08333333333333333,1,72.0,23.0
18,0,0,0.05,1,73.0,24.0
18,0,0,0.06666666666666667,1,74.0,25.0
18,0,0,0.06666666666666667,1,75.0,26.0
18,0,0,0.06666666666666667,1,76.0,27.0
18,0,0,0.1,1,76.0,28.0
18,0,0,0.06666666666666667,1,77.0,29.0
18,0,0,0.06666666666666667,1,78.0,30.0
18,0,0,2.2,1,79.0,31.0
18,0,0,0.06666666666666667,1,80.0,32.0
18,0,0,0.06666666666666667,1,81.0,33.0
18,0,0,32.63333333333333,1,34.0,1.0
18,0,0,0.06666666666666667,1,35.0,2.0
19,0,0,14.45,1,36.0,3.0
19,0,0,0.05,1,37.0,4.0
19,0,0,0.08333333333333333,1,38.0,5.0
19,0,0,0.05,1,39.0,6.0
19,0,0,2.566666666666667,1,38.0,7.0
19,0,0,0.06666666666666667,1,39.0,8.0
19,0,0,0.06666666666666667,1,40.0,9.0
19,0,0,0.4666666666666667,1,41.0,10.0
19,0,0,0.05,1,42.0,11.0
19,0,0,0.1,1,43.0,12.0
19,0,0,0.06666666666666667,1,44.0,13.0
19,0,0,1.3,1,32.0,14.0
19,0,0,0.06666666666666667,1,33.0,15.0
19,0,0,15.166666666666666,1,16.0,14.0
19,0,0,0.05,1,17.0,15.0
19,0,0,3.1666666666666665,1,18.0,16.0
19,0,0,0.06666666666666667,1,19.0,17.0
19,0,0,0.06666666666666667,1,20.0,18.0
19,0,0,0.11666666666666667,1,21.0,19.0
19,0,0,0.06666666666666667,1,22.0,20.0
19,0,0,0.06666666666666667,1,23.0,21.0
19,0,0,0.06666666666666667,1,24.0,22.0
19,0,0,0.15,1,25.0,23.0
19,0,0,0.06666666666666667,1,26.0,24.0
19,0,0,0.06666666666666667,1,27.0,25.0
19,0,0,0.15,1,28.0,26.0
19,0,0,0.08333333333333333,1,29.0,27.0
19,0,0,0.7666666666666667,1,30.0,28.0
19,0,0,0.26666666666666666,1,31.0,29.0
19,0,0,0.05,1,32.0,30.0
19,0,0,0.1,1,33.0,31.0
19,0,0,1.4333333333333333,1,34.0,32.0
19,0,0,0.05,1,35.0,33.0
19,0,0,8.283333333333333,1,36.0,21.0
19,0,0,0.06666666666666667,1,37.0,22.0
19,0,0,1.2333333333333334,1,38.0,23.0
19,0,0,0.08333333333333333,1,39.0,24.0
19,0,0,0.06666666666666667,1,40.0,25.0
19,0,0,0.08333333333333333,1,41.0,26.0
19,0,0,0.05,1,42.0,27.0
19,0,0,0.23333333333333334,1,43.0,28.0
19,0,0,0.06666666666666667,1,44.0,29.0
20,0,0,25.316666666666666,1,39.0,10.0
20,0,0,0.05,1,40.0,11.0
20,0,0,0.11666666666666667,1,41.0,12.0
20,0,0,0.06666666666666667,1,42.0,13.0
20,0,0,0.06666666666666667,1,43.0,14.0
20,0,0,0.05,1,43.0,15.0
20,0,0,30.2,1,16.0,1.0
20,0,0,0.2833333333333333,1,17.0,2.0
20,0,0,0.05,1,18.0,3.0
20,0,0,0.06666666666666667,1,19.0,4.0
20,0,0,0.05,1,20.0,5.0
20,0,0,0.31666666666666665,1,21.0,6.0
20,0,0,0.05,1,22.0,7.0
20,0,0,0.06666666666666667,1,23.0,8.0
20,0,0,0.06666666666666667,1,24.0,9.0
20,0,0,0.08333333333333333,1,25.0,10.0
20,0,0,0.08333333333333333,1,26.0,11.0
20,0,0,0.05,1,27.0,12.0
20,0,0,0.06666666666666667,1,28.0,13.0
20,0,0,0.08333333333333333,1,29.0,14.0
20,0,0,0.1,1,30.0,15.0
20,0,0,24.216666666666665,1,22.0,16.0
20,0,0,0.05,1,23.0,17.0
20,0,0,0.1,1,24.0,18.0
21,0,0,1.5833333333333333,1,25.0,19.0
21,0,0,0.06666666666666667,1,26.0,20.0
21,0,0,4.133333333333334,1,21.0,6.0
21,0,0,0.08333333333333333,1,22.0,7.0
21,0,0,0.06666666666666667,1,23.0,8.0
21,0,0,48.38333333333333,1,9.0,1.0
21,0,0,0.08333333333333333,1,10.0,2.0
21,0,0,2.2666666666666666,1,11.0,3.0
21,0,0,0.05,1,12.0,4.0
21,0,0,0.06666666666666667,1,13.0,5.0
21,0,0,0.08333333333333333,1,14.0,6.0
21,0,0,0.08333333333333333,1,15.0,7.0
21,0,0,0.9166666666666666,1,16.0,8.0
21,0,0,0.13333333333333333,1,17.0,9.0
21,0,0,0.13333333333333333,1,18.0,10.0
21,0,0,0.8333333333333334,1,19.0,11.0
21,0,0,0.08333333333333333,1,20.0,12.0
