hour,day_of_week,is_weekend,time_since_last,events_last_hour,avg_interval_last_hour,minutes_until_next
13,5,1,29.7,25.0,2.4073333333333333,22.5
13,5,1,22.5,7.0,8.588095238095239,0.8666666666666667
13,5,1,0.8666666666666667,7.0,8.607142857142858,1.25
13,5,1,1.25,7.0,8.695238095238095,0.5166666666666667
13,5,1,0.5166666666666667,8.0,7.6729166666666675,0.4666666666666667
13,5,1,0.4666666666666667,9.0,6.872222222222223,4.5
13,5,1,4.5,8.0,7.5125,0.4666666666666667
13,5,1,0.4666666666666667,8.0,7.533333333333333,0.7166666666666667
13,5,1,0.7166666666666667,9.0,6.775925925925926,0.45
13,5,1,0.45,10.0,6.143333333333333,0.45
13,5,1,0.45,11.0,5.625757575757576,3.033333333333333
13,5,1,3.033333333333333,12.0,5.409722222222222,4.45
13,5,1,4.45,13.0,5.335897435897436,1.25
13,5,1,1.25,14.0,5.0440476190476184,0.3333333333333333
13,5,1,0.3333333333333333,15.0,4.73,0.4666666666666667
13,5,1,0.4666666666666667,16.0,4.463541666666667,0.31666666666666665
13,5,1,0.31666666666666665,17.0,4.219607843137255,0.4166666666666667
13,5,1,0.4166666666666667,18.0,4.008333333333334,0.31666666666666665
13,5,1,0.31666666666666665,19.0,3.8140350877192986,1.0
13,5,1,1.0,20.0,3.6733333333333333,1.0666666666666667
13,5,1,1.0666666666666667,21.0,3.549206349206349,0.9833333333333333
13,5,1,0.9833333333333333,22.0,3.4325757575757576,1.3833333333333333
13,5,1,1.3833333333333333,23.0,3.3434782608695657,0.4
13,5,1,0.4,24.0,3.220833333333333,0.45
13,5,1,0.45,25.0,3.11,1.5166666666666666
13,5,1,1.5166666666666666,26.0,3.0487179487179485,1.2333333333333334
14,5,1,1.2333333333333334,27.0,2.9814814814814814,0.5
14,5,1,0.5,28.0,2.892857142857143,0.8333333333333334
14,5,1,0.8333333333333334,29.0,2.82183908045977,0.6833333333333333
14,5,1,0.6833333333333333,30.0,2.7505555555555556,0.31666666666666665
14,5,1,0.31666666666666665,31.0,2.672043010752688,11.316666666666666
14,5,1,11.316666666666666,31.0,2.0790322580645157,1.9333333333333333
14,5,1,1.9333333333333333,32.0,2.0744791666666664,11.766666666666667
14,5,1,11.766666666666667,33.0,2.3681818181818177,0.5
14,5,1,0.5,34.0,2.313235294117647,0.75
14,5,1,0.75,35.0,2.2685714285714282,0.31666666666666665
14,5,1,0.31666666666666665,36.0,2.214351851851852,0.4666666666666667
14,5,1,0.4666666666666667,37.0,2.167117117117117,18.533333333333335
14,5,1,18.533333333333335,27.0,2.3518518518518516,42.416666666666664
15,5,1,42.416666666666664,2.0,30.475,0.65
15,5,1,0.65,3.0,20.533333333333335,4.483333333333333
15,5,1,4.483333333333333,4.0,16.520833333333336,0.31666666666666665
15,5,1,0.31666666666666665,5.0,13.280000000000001,1.1833333333333333
15,5,1,1.1833333333333333,6.0,11.263888888888891,0.3333333333333333
15,5,1,0.3333333333333333,7.0,9.702380952380953,38.516666666666666
16,5,1,38.516666666666666,7.0,12.557142857142859,1.0
